code,ngram_prob
17000,0.0240065025678
17001,3.46062286297e-07
17002,2.92732497702e-05
17004,0.000693308666019
17005,0.187720803544
17006,0.00194970305468
17008,0.00231715225725
17009,0.270045347266
17010,0.254012165865
17011,0.000603077433544
17012,0.0110655607655
17013,1.15458606126e-05
17014,0.000525393812099
17015,0.0516449769663
17016,0.00124425128845
17017,0.523988839621
17019,0.00618960298259
17020,0.00795548999043
17022,0.025905301661
17024,3.52908888386e-05
17025,1.08165398516e-05
17026,0.236236127172
17027,0.295300331949
17028,0.000113369229836
17029,1.46977337663e-06
17030,0.0629892318569
17031,0.000126763036775
17032,0.000429928159741
17033,0.000113951738031
17034,0.00517181872198
17035,0.00588994264172
17036,0.00929936192264
17037,0.000119952228928
17038,0.00245564076138
17040,0.0129734739152
17041,0.0662714407857
17042,1.17982149995e-05
17043,0.43366034464
17044,0.0153949832911
17045,0.000342177675279
17046,0.00422414290583
17047,0.305846535714
17048,0.00341513337753
17049,0.1007164562
17050,0.00314830571155
17052,0.0782583751449
17053,5.3446858419e-05
17055,2.07072711515e-10
17056,0.0215698037102
17057,0.446486684524
17058,9.75322492938e-05
17059,0.214656747356
17060,0.0519806525996
17061,1.65357789775e-05
17062,0.000224485309624
17063,0.0024590214133
17064,0.0197960158451
17065,0.0273571167151
17066,0.0160815099286
17067,0.000121012416581
17068,0.000404066350365
17069,0.00811789430527
17070,0.0129950078292
17071,0.00509034008128
17072,0.00232410219736
17073,1.31695974771e-06
17074,0.00771037754444
17075,0.44316477686
17077,7.43891187174e-08
17078,0.0128084085028
17080,7.17553641777e-06
17081,0.0250918209835
17082,0.000709692388064
17083,6.52900817559e-08
17085,4.37071873148e-05
17086,0.00344526331938
17087,0.185931495974
17088,0.00135362744805
17090,0.0845743014896
17091,1.41532247398e-05
17092,0.01688562068
17093,9.59088297723e-05
17094,0.00598729588663
17095,0.000207502919976
17096,0.0439485239413
17098,0.000902474004475
17099,0.00292525128335
17100,0.029580393343
17101,9.09935193903e-05
17102,0.00213564481914
17103,0.0875667503453
17104,0.138167650375
17105,2.1885064645e-05
17107,4.51673483846e-08
17110,1.41089130165e-05
17112,0.000359252661958
17113,0.0132312370332
17114,0.000559778851106
17115,0.0974144919335
17116,0.000116741833535
17117,0.00800145812318
17118,0.0337141692295
17120,0.00519926277583
17121,0.00669096950003
17122,0.297878918482
17123,0.000538660927406
17125,3.58789291676e-07
17126,0.822697278549
17127,0.846436216319
17128,0.00086066961155
17129,0.0813377521948
17130,2.23264949373e-05
17131,0.312084210276
17132,2.37079175611e-05
17133,0.000545932523845
17134,0.0716550194275
17136,0.015959849034
17137,0.00298151323455
17138,0.0154791616007
17139,0.00393394915523
17140,0.101182376811
17141,0.0269389266649
17142,4.8062243769e-05
17143,0.371755062067
17144,0.386761723783
17145,0.000303998993085
17147,0.00167301791034
17148,0.182852737813
17149,0.0300694106677
17150,2.81165527929e-06
17151,0.00462017555467
17152,0.00329637751002
17154,0.00138414417901
17155,0.0321717468263
17156,0.671541333715
17157,6.80780640835e-05
17158,0.770753298868
17159,0.00682859154061
17160,0.056841274421
17161,0.0696037552998
17162,0.00194593746892
17163,0.0931342811714
17164,0.480717616025
17165,0.00743277075315
17167,0.0012853306079
17168,0.00147289202428
17169,0.0419668323099
17170,0.0133839563447
17171,0.00134025549952
17172,0.00017438210197
17173,0.000280949438652
17174,0.432821771865
17175,5.34898899413e-07
17176,0.0388959309595
17177,2.07481619009e-06
17180,1.30370807075e-07
17181,0.00834044602319
17183,0.00649497653114
17184,4.14049532081e-05
17185,0.000845588469912
17186,0.0383393064583
17187,0.0908503229587
17188,0.0548895727824
17189,0.000136535973822
17190,2.85895615673e-07
17191,0.190704365681
17193,0.000230282543531
17194,0.0159563441597
17195,0.0757556196779
17196,0.0002393870546
17197,0.91001675987
17198,0.278009728135
17199,3.77911039599e-07
17201,0.0903344763793
17202,0.000629122189739
17205,0.0712941072921
17206,0.00315961818282
17207,5.33796506652e-06
17208,0.000467850575691
17209,0.000195484265927
17210,0.00051246063643
17211,0.055217046148
17212,0.116987847116
17213,2.06346445182e-05
17214,0.00587892029911
17215,0.00065279096741
17216,1.23221920049e-07
17217,0.000562891080041
17218,0.0373719155785
17219,0.00663335282739
17220,0.00098668280866
17221,0.0010605814494
17222,0.0241805334259
17223,3.01541830949e-06
17224,0.270245224117
17225,0.13860365269
17226,0.0390770178741
17227,0.0083547996008
17228,0.000515975051519
17229,0.00263917858064
17230,0.221852075119
17231,0.0533788817587
17232,1.71369225376e-07
17233,0.00174102069938
17234,0.0708718006265
17236,0.000567057497301
17237,0.00247329963289
17238,0.0655080402756
17239,0.000271892408788
17240,0.0150440607796
17241,0.231759793237
17242,1.81879039827e-05
17243,0.00229990708705
17244,0.000967903802149
17245,0.0295867593017
17246,0.0221169252099
17247,7.35559854319e-05
17248,0.0878833345892
17249,0.335593599831
17250,3.39520131893e-05
17251,0.0871855378293
17252,0.0223645150952
17253,0.335668998154
17254,1.329548839e-06
17255,0.837098107737
17256,0.000226463394797
17257,1.08118408873e-06
17258,0.000707012855466
17259,0.0551131199683
17260,0.00179901994131
17261,0.104334581856
17262,0.0121182206015
17263,0.0657382719429
17264,0.0890766951276
17265,0.0199352662226
17266,0.604978706904
17267,0.0157847301445
17268,0.107866304061
17269,0.000210608066242
17270,9.6433038266e-05
17272,0.0496740384656
17273,0.00256988329628
17274,0.502146735632
17275,0.0701655854272
17276,0.0182001685007
17277,0.263529955186
17278,0.000149349486716
17279,1.7973244986e-05
17280,0.281817282561
17282,0.000476453822776
17283,0.0608136038027
17284,0.00502803157049
17285,0.00358249682838
17286,0.114331575137
17287,0.0105091147481
17288,0.000226015735276
17289,0.000221607884489
17290,0.0485456631713
17291,8.21769391182e-06
17292,0.00107839572852
17293,0.0140211710173
17294,0.441297354877
17295,2.3797082414e-05
17297,0.0284576743738
17298,0.000881681333892
17299,0.759562866026
17300,0.107192279723
17301,1.87598285632e-06
17302,0.173398700165
17303,0.346351430197
17304,4.65064545656e-06
17306,0.0956312638705
17307,0.00401273632371
17308,0.0328790842928
17309,0.0528666365245
17310,0.0336404349187
17311,0.0637135059811
17312,0.36207867987
17313,3.15639700555e-05
17314,0.00777781809246
17315,0.210149722084
17316,0.0326202741895
17317,7.48558859832e-06
17318,0.376087124022
17319,0.212579730199
17320,7.7699188651e-08
17322,0.000288770675141
17324,0.00777155170839
17325,0.243877054901
17326,0.00664184676491
17327,0.563912797722
17328,0.000139030078105
17329,3.70602677874e-06
17330,0.0289524776311
17332,0.000151554319318
17333,0.0220693063526
17335,0.0137571657053
17336,0.00239251337794
17337,0.0578699780276
17338,8.16573482712e-05
17339,0.134360277831
17340,0.127706031471
17341,2.97790384328e-05
17343,0.00080568710936
17344,0.0847195416026
17346,0.00561162281729
17347,2.1120074647e-05
17348,6.73278642505e-06
17349,0.138546245325
17350,0.0290875026407
17351,0.128621257055
17352,0.006101310688
17353,2.33827845178e-06
17354,7.83232320922e-05
17355,0.0464774531614
17356,0.0548263830063
17357,0.479089489305
17359,0.00489116507828
17360,0.0730582495988
17361,0.00220620644824
17362,0.00217121434075
17363,0.000162087424628
17366,0.0199367868141
17367,0.0173935487782
17368,0.405960157623
17369,0.000362758011599
17370,0.009300221256
17371,0.000269571624734
17372,0.00246601328269
17373,0.311561377698
17374,0.000813770268458
17375,0.137305745758
17376,0.00602194600818
17377,0.0137305942488
17378,0.123706603085
17379,0.0588418568276
17381,0.00175148777801
17382,0.00688908406489
17384,0.0268287063128
17386,9.75517945065e-05
17387,0.00144904784756
17388,0.000130452210579
17389,0.000182281157594
17390,0.035237410711
17391,0.00338718858722
17392,0.179886865952
17393,0.112155948198
17394,0.00031471513828
17395,0.00123018405425
17396,0.00038771247903
17397,0.00125165205421
17399,0.0218919027967
17400,0.0216592047353
17402,0.00920179292053
17403,0.163737860982
17404,0.000792803813389
17405,0.00228763715116
17406,2.16795257048e-05
17407,0.033753402464
17408,0.00763755717932
17409,0.353793443952
17411,0.00694827227941
17413,0.00591356807621
17414,1.56157156587e-05
17415,0.016912093099
17416,0.0580956800848
17417,2.83959854894e-05
17418,0.0215281826778
17420,0.0265184848924
17421,0.00613764605268
17422,0.0101265082036
17423,0.00278132129263
17424,0.140450646401
17425,0.0123670194978
17426,0.000105786294224
17427,0.0932301233644
17428,0.00101632026932
17429,0.000860810699219
17430,0.67700416817
17432,0.000119959966528
17433,0.365144168768
17434,0.000125732723564
17435,4.97234982054e-06
17436,0.000287282646884
17438,0.0103144363157
17439,0.0209398114336
17440,0.000917213455329
17441,0.0377268253959
17442,0.000183587118738
17443,0.0118693254053
17444,0.000336133654264
17445,0.0109901099171
17446,0.0239150205424
17447,1.83024691935e-05
17449,0.00057582021602
17450,0.000110639787346
17451,0.000102857088082
17452,0.00248566377744
17454,2.55810469567e-05
17455,0.11369922755
17457,0.0219049215066
17458,0.0641273639395
17459,1.22059357132e-05
17460,0.199206876118
17461,0.64088969168
17462,0.0035844068682
17463,1.43543245178e-05
17464,0.0327767220617
17465,0.456404643673
17466,0.000180730934632
17467,0.00418074989201
17468,0.063609423262
17469,0.00917840638529
17470,5.65777085617e-05
17471,0.00327286314467
17472,0.323906034451
17473,0.00126999864591
17474,0.00224328974158
17475,0.00152723065894
17477,0.00946266623688
17478,0.22480873485
17479,0.157614620233
17480,0.000159812616767
17481,0.000188209037355
17482,0.000559218259675
17483,0.0579286357353
17484,0.00881608492468
17485,7.22666562022e-05
17486,0.0959760105792
17487,5.56457805309e-06
17489,0.0260447382928
17490,0.0116134387827
17491,0.000876331251442
17492,0.0126429458504
17493,2.35726415196e-05
17494,0.017167923558
17495,0.00404096155667
17496,0.0284144794723
17497,0.0172266423162
17498,0.000204920781408
17501,0.031285674232
17502,0.0716202377849
17503,0.010317485468
17504,0.000398851993343
17505,0.493445127716
17506,0.761368377457
17507,0.268197492007
17508,1.66981924902e-05
17509,1.76228960955e-05
17511,0.0295286379596
17512,0.000240522485756
17513,0.68536520909
17514,0.000915692006183
17516,0.0104261155721
17518,0.000122998657382
17519,0.230563294271
17520,0.00634255604757
17521,0.00863268466872
17523,0.0269589009072
17524,0.00794807917526
17525,0.041614649331
17526,0.0188567050186
17527,1.8498496659e-07
17529,0.000198472067424
17530,0.0468059396745
17531,0.0335974998304
